repoOrgName,repoName,repoUrl,stars,forks,openIssues,created,lastUpdated,repoDescription,uuid,repo_path,classification_report_path
AvinaashAnandK,fluffychat,https://github.com/AvinaashAnandK/fluffychat,,,,,,,ed59ab8a-de9f-4f0b-9e06-3e6b0065b2a2,/Users/avinaash/Documents/PersonalProjects/Hacks/fluffyMigrate/repos/ed59ab8a-de9f-4f0b-9e06-3e6b0065b2a2,/Users/avinaash/Documents/PersonalProjects/Hacks/fluffyMigrate/reports/classification_reports/ed59ab8a-de9f-4f0b-9e06-3e6b0065b2a2/fileClassificationReport.csv
